Character,BASHIR,DAMAR,DAX,DUKAT,EZRI,GARAK,JAKE,KEIKO,KIRA,MARTOK,NOG,ODO,O'BRIEN,QUARK,ROM,SISKO,WEYOUN,WINN,WORF,ZEK,lines,ep,season,title
KIRA,5,0,2,0,0,0,0,0,0,0,0,0,1,0,0,44,0,0,0,0,44,59,3,Destiny
ODO,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,18,0,0,0,0,15,59,3,Destiny
O'BRIEN,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,48,59,3,Destiny
QUARK,0,0,10,0,0,0,0,0,0,0,0,8,0,2,0,3,0,0,0,0,14,59,3,Destiny
SISKO,0,0,44,0,0,0,0,0,44,0,0,18,8,3,0,8,0,0,0,0,100,59,3,Destiny
BASHIR,0,0,21,0,0,0,0,0,2,0,0,18,18,20,0,8,0,0,0,9,51,60,3,Prophet Motive
DAX,21,0,0,0,0,0,0,0,2,0,0,0,0,5,1,1,0,0,0,0,17,60,3,Prophet Motive
KIRA,2,0,2,0,0,0,0,0,0,0,0,0,2,6,0,2,0,0,0,0,7,60,3,Prophet Motive
ODO,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,60,3,Prophet Motive
O'BRIEN,18,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,12,60,3,Prophet Motive
QUARK,20,0,5,0,0,0,0,0,6,0,0,0,0,14,130,6,0,0,0,57,134,60,3,Prophet Motive
ROM,0,0,1,0,0,0,0,0,0,0,0,0,0,130,4,1,0,0,0,11,78,60,3,Prophet Motive
SISKO,8,0,1,0,0,0,0,0,2,0,0,0,2,6,1,0,0,0,0,0,12,60,3,Prophet Motive
ZEK,9,0,0,0,0,0,0,0,0,0,0,0,0,57,11,0,0,0,0,14,50,60,3,Prophet Motive
BASHIR,0,0,2,0,0,0,0,0,0,0,0,0,62,1,0,8,0,0,0,0,46,61,3,Visionary
DAX,2,0,2,0,0,0,0,0,3,0,0,1,11,0,0,9,0,0,0,0,16,61,3,Visionary
KIRA,0,0,3,0,0,0,0,0,2,0,0,11,7,1,0,21,0,0,0,0,35,61,3,Visionary
ODO,0,0,1,0,0,0,0,0,11,0,0,2,2,0,0,43,0,0,0,0,35,61,3,Visionary
O'BRIEN,62,0,11,0,0,0,0,0,7,0,0,2,14,21,0,20,0,0,0,0,79,61,3,Visionary
QUARK,1,0,0,0,0,0,0,0,1,0,0,0,21,2,0,3,0,0,0,0,22,61,3,Visionary
SISKO,8,0,9,0,0,0,0,0,21,0,0,43,20,3,0,2,0,0,0,0,68,61,3,Visionary
BASHIR,20,0,19,0,0,75,0,0,20,0,0,19,48,15,0,10,0,0,0,0,142,62,3,Distant Voices
DAX,19,0,0,0,0,0,0,0,5,0,0,6,11,0,0,2,0,0,0,0,23,62,3,Distant Voices
GARAK,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,62,3,Distant Voices
KIRA,20,0,5,0,0,0,0,0,0,0,0,9,5,0,0,1,0,0,0,0,21,62,3,Distant Voices
ODO,19,0,6,0,0,0,0,0,9,0,0,0,5,0,0,1,0,0,0,0,20,62,3,Distant Voices
O'BRIEN,48,0,11,0,0,0,0,0,5,0,0,5,0,0,0,2,0,0,0,0,37,62,3,Distant Voices
QUARK,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,62,3,Distant Voices
SISKO,10,0,2,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,10,62,3,Distant Voices
BASHIR,0,0,1,0,0,0,0,0,0,0,0,0,4,0,4,7,0,0,0,0,11,63,3,Through The Looking Glass
DAX,1,0,4,0,0,0,0,0,0,0,0,0,1,0,0,22,0,0,0,0,15,63,3,Through The Looking Glass
GARAK,0,0,0,0,0,0,0,0,36,0,0,0,0,0,3,7,0,0,0,0,27,63,3,Through The Looking Glass
KIRA,0,0,0,0,0,36,0,0,4,0,0,0,4,0,2,29,0,0,0,0,54,63,3,Through The Looking Glass
ODO,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,63,3,Through The Looking Glass
O'BRIEN,4,0,1,0,0,0,0,0,4,0,0,1,10,0,1,77,0,0,0,0,57,63,3,Through The Looking Glass
ROM,4,0,0,0,0,3,0,0,2,0,0,0,1,0,0,1,0,0,0,0,8,63,3,Through The Looking Glass
SISKO,7,0,22,0,0,7,0,0,29,0,0,1,77,0,1,6,0,0,0,0,130,63,3,Through The Looking Glass
BASHIR,2,0,0,0,0,35,0,0,11,0,0,0,0,0,0,1,0,0,0,0,27,64,3,Improbable Cause
DAX,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,64,3,Improbable Cause
GARAK,35,0,0,0,0,6,0,0,2,0,0,103,0,0,0,11,0,0,0,0,97,64,3,Improbable Cause
KIRA,11,0,0,0,0,2,0,0,2,0,0,1,0,0,0,2,0,0,0,0,9,64,3,Improbable Cause
ODO,0,0,3,0,0,103,0,0,1,0,0,4,12,0,0,30,0,0,0,0,120,64,3,Improbable Cause
O'BRIEN,0,0,3,0,0,0,0,0,0,0,0,12,0,0,0,3,0,0,0,0,10,64,3,Improbable Cause
SISKO,1,0,0,0,0,11,0,0,2,0,0,30,3,0,0,0,0,0,0,0,25,64,3,Improbable Cause
BASHIR,2,0,0,0,0,1,0,0,0,0,0,1,13,0,0,0,0,0,0,0,9,65,3,The Die Is Cast
DAX,0,0,0,0,0,0,0,0,7,0,0,1,2,0,0,18,0,0,0,0,15,65,3,The Die Is Cast
GARAK,1,0,0,0,0,4,0,0,0,0,0,79,0,0,0,0,0,0,0,0,88,65,3,The Die Is Cast
KIRA,0,0,7,0,0,0,0,0,2,0,0,1,8,0,0,18,0,0,0,0,21,65,3,The Die Is Cast
ODO,1,0,1,0,0,79,0,0,1,0,0,2,1,0,0,0,0,0,0,0,50,65,3,The Die Is Cast
O'BRIEN,13,0,2,0,0,0,0,0,8,0,0,1,0,0,0,7,0,0,0,0,19,65,3,The Die Is Cast
SISKO,0,0,18,0,0,0,0,0,18,0,0,0,7,0,0,6,0,0,0,0,37,65,3,The Die Is Cast
BASHIR,0,0,19,0,0,0,0,0,0,0,0,3,27,3,0,0,0,0,0,0,44,66,3,Explorers
DAX,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,21,66,3,Explorers
JAKE,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,157,0,0,0,0,86,66,3,Explorers
KIRA,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,6,66,3,Explorers
ODO,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,66,3,Explorers
O'BRIEN,27,0,0,0,0,0,0,0,12,0,0,0,0,0,0,10,0,0,0,0,26,66,3,Explorers
QUARK,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,66,3,Explorers
SISKO,0,0,20,0,0,0,157,0,0,0,0,0,10,0,0,10,0,0,0,0,105,66,3,Explorers
BASHIR,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,4,0,0,0,0,6,67,3,Family Business
DAX,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,4,67,3,Family Business
KIRA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,67,3,Family Business
ODO,3,0,0,0,0,0,0,0,0,0,0,0,1,10,0,3,0,0,0,0,9,67,3,Family Business
O'BRIEN,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,7,67,3,Family Business
QUARK,0,0,0,0,0,0,0,0,0,0,0,10,0,10,95,0,0,0,0,0,126,67,3,Family Business
ROM,0,0,0,0,0,0,0,0,0,0,0,0,0,95,4,0,0,0,0,0,85,67,3,Family Business
SISKO,4,0,7,0,0,0,0,0,4,0,0,3,7,0,0,0,0,0,0,0,38,67,3,Family Business
BASHIR,0,0,1,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,9,68,3,Shakaar
DAX,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,3,68,3,Shakaar
KIRA,0,0,0,0,0,0,0,0,4,0,0,12,0,0,0,13,0,53,0,0,82,68,3,Shakaar
ODO,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,7,68,3,Shakaar
O'BRIEN,8,0,3,0,0,0,0,0,0,0,0,0,2,21,0,0,0,0,0,0,19,68,3,Shakaar
QUARK,3,0,1,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,15,68,3,Shakaar
SISKO,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,28,0,0,22,68,3,Shakaar
WINN,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,28,0,2,0,0,48,68,3,Shakaar
BASHIR,0,0,4,0,0,0,0,0,0,0,1,6,1,1,0,2,0,0,0,0,11,69,3,Facets
DAX,4,0,6,0,0,0,0,0,2,0,0,12,3,13,0,31,0,0,0,0,95,69,3,Facets
JAKE,0,0,0,0,0,0,0,0,0,0,16,0,0,3,0,3,0,0,0,0,12,69,3,Facets
KIRA,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,69,3,Facets
NOG,1,0,0,0,0,0,16,0,0,0,0,0,8,8,2,3,0,0,0,0,21,69,3,Facets
ODO,6,0,12,0,0,0,0,0,1,0,0,0,0,2,0,3,0,0,0,0,15,69,3,Facets
O'BRIEN,1,0,3,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,8,69,3,Facets
QUARK,1,0,13,0,0,0,3,0,0,0,8,2,1,2,15,1,0,0,0,0,29,69,3,Facets
ROM,0,0,0,0,0,0,0,0,0,0,2,0,0,15,2,1,0,0,0,0,12,69,3,Facets
SISKO,2,0,31,0,0,0,3,0,0,0,3,3,0,1,1,2,0,0,0,0,38,69,3,Facets
BASHIR,0,0,2,0,0,0,0,0,7,0,0,4,16,2,0,11,0,0,0,0,26,70,3,The Adversary
DAX,2,0,0,0,0,0,0,0,4,0,0,2,9,0,0,33,0,0,0,0,30,70,3,The Adversary
JAKE,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,1,0,0,0,0,3,70,3,The Adversary
KIRA,7,0,4,0,0,0,1,0,0,0,0,3,2,0,0,19,0,0,0,0,29,70,3,The Adversary
ODO,4,0,2,0,0,0,0,0,3,0,0,2,9,0,0,18,0,0,0,0,35,70,3,The Adversary
O'BRIEN,16,0,9,0,0,0,0,0,2,0,0,9,10,1,0,28,0,0,0,0,55,70,3,The Adversary
QUARK,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,70,3,The Adversary
SISKO,11,0,33,0,0,0,1,0,19,0,0,18,28,0,0,10,0,0,0,0,95,70,3,The Adversary
BASHIR,0,0,4,7,0,11,0,0,3,0,0,12,7,8,0,8,0,0,6,0,37,71,4,The Way of the Warrior (parts 1 & 2)
DAX,4,0,6,9,0,1,0,0,32,1,0,0,5,0,0,39,0,0,35,0,75,71,4,The Way of the Warrior (parts 1 & 2)
DUKAT,7,0,9,0,0,9,0,0,0,0,0,0,0,0,0,6,0,0,4,0,21,71,4,The Way of the Warrior (parts 1 & 2)
GARAK,11,0,1,9,0,4,0,0,0,0,0,12,0,25,0,7,0,0,0,0,42,71,4,The Way of the Warrior (parts 1 & 2)
KIRA,3,0,32,0,0,0,0,0,4,2,0,3,16,3,0,27,0,0,6,0,51,71,4,The Way of the Warrior (parts 1 & 2)
MARTOK,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,19,0,0,22,0,29,71,4,The Way of the Warrior (parts 1 & 2)
ODO,12,0,0,0,0,12,0,0,3,0,0,0,4,11,0,7,0,0,11,0,39,71,4,The Way of the Warrior (parts 1 & 2)
O'BRIEN,7,0,5,0,0,0,0,0,16,0,0,4,4,15,0,16,0,0,29,0,52,71,4,The Way of the Warrior (parts 1 & 2)
QUARK,8,0,0,0,0,25,0,0,3,0,0,11,15,6,0,0,0,0,3,0,39,71,4,The Way of the Warrior (parts 1 & 2)
SISKO,8,0,39,6,0,7,0,0,27,19,0,7,16,0,0,14,0,0,88,0,154,71,4,The Way of the Warrior (parts 1 & 2)
WORF,6,0,35,4,0,0,0,0,6,22,0,11,29,3,0,88,0,0,0,0,126,71,4,The Way of the Warrior (parts 1 & 2)
BASHIR,0,0,8,0,0,0,0,0,0,0,2,0,5,0,0,1,0,0,0,0,9,72,4,The Visitor
DAX,8,0,2,0,0,0,0,0,0,0,3,0,1,0,0,9,0,0,0,0,17,72,4,The Visitor
JAKE,0,0,0,0,0,0,2,0,6,0,9,0,2,1,0,25,0,0,2,0,27,72,4,The Visitor
KIRA,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,6,72,4,The Visitor
NOG,2,0,3,0,0,0,9,0,0,0,0,0,0,4,0,0,0,0,0,0,22,72,4,The Visitor
O'BRIEN,5,0,1,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,5,72,4,The Visitor
QUARK,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,3,72,4,The Visitor
SISKO,1,0,9,0,0,0,25,0,0,0,0,0,2,0,0,6,0,0,0,0,58,72,4,The Visitor
WORF,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,72,4,The Visitor
BASHIR,2,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,79,73,4,Hippocratic Oath
DAX,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,73,4,Hippocratic Oath
KIRA,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,3,73,4,Hippocratic Oath
ODO,0,0,0,0,0,0,0,0,1,0,0,2,0,3,0,2,0,0,18,0,15,73,4,Hippocratic Oath
O'BRIEN,73,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,57,73,4,Hippocratic Oath
QUARK,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,6,73,4,Hippocratic Oath
SISKO,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2,0,0,16,0,12,73,4,Hippocratic Oath
WORF,0,0,0,0,0,0,0,0,1,0,0,18,0,2,0,16,0,0,0,0,20,73,4,Hippocratic Oath
BASHIR,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,8,74,4,Indiscretion
DAX,8,0,0,3,0,0,0,0,2,0,0,0,0,3,0,8,0,0,0,0,17,74,4,Indiscretion
DUKAT,0,0,3,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0,1,0,85,74,4,Indiscretion
JAKE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,9,74,4,Indiscretion
KIRA,0,0,2,141,0,0,0,0,10,0,0,10,0,0,0,10,0,0,2,0,106,74,4,Indiscretion
ODO,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,6,74,4,Indiscretion
QUARK,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,74,4,Indiscretion
SISKO,4,0,8,0,0,0,17,0,10,0,0,0,0,2,0,0,0,0,1,0,47,74,4,Indiscretion
WORF,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,4,74,4,Indiscretion
BASHIR,2,0,8,0,0,0,0,0,16,0,0,0,0,7,0,0,0,0,0,0,19,75,4,Rejoined
DAX,8,0,4,0,0,0,0,0,1,0,0,0,2,0,0,38,0,0,7,0,109,75,4,Rejoined
KIRA,16,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,16,75,4,Rejoined
O'BRIEN,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,75,4,Rejoined
QUARK,7,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,8,75,4,Rejoined
SISKO,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,75,4,Rejoined
WORF,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,15,75,4,Rejoined
BASHIR,8,0,34,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,29,76,4,Starship Down
DAX,34,0,0,0,0,0,0,0,12,0,0,0,0,0,0,9,0,0,2,0,34,76,4,Starship Down
KIRA,0,0,12,0,0,0,0,0,4,0,0,0,0,0,0,51,0,0,16,0,52,76,4,Starship Down
ODO,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,76,4,Starship Down
O'BRIEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,16,0,33,76,4,Starship Down
QUARK,1,0,0,0,0,0,0,0,0,0,0,1,0,10,0,1,0,0,0,0,41,76,4,Starship Down
SISKO,6,0,9,0,0,0,0,0,51,0,0,0,11,1,0,6,0,0,17,0,68,76,4,Starship Down
WORF,0,0,2,0,0,0,0,0,16,0,0,0,16,0,0,17,0,0,4,0,48,76,4,Starship Down
BASHIR,0,0,0,0,0,0,2,0,0,0,3,0,3,0,0,0,0,0,0,0,4,77,4,Little Green Men
DAX,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,77,4,Little Green Men
JAKE,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,77,4,Little Green Men
KIRA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,77,4,Little Green Men
NOG,3,0,0,0,0,0,5,0,0,0,2,2,5,33,24,0,0,0,0,0,53,77,4,Little Green Men
ODO,0,0,0,0,0,0,0,0,0,0,2,0,0,27,9,0,0,0,0,0,21,77,4,Little Green Men
O'BRIEN,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,77,4,Little Green Men
QUARK,0,0,0,0,0,0,0,0,0,0,33,27,0,6,82,0,0,0,0,0,116,77,4,Little Green Men
ROM,0,0,0,0,0,0,0,0,0,0,24,9,0,82,4,0,0,0,0,0,71,77,4,Little Green Men
SISKO,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,77,4,Little Green Men
DAX,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,74,0,88,78,4,The Sword of Kahless
SISKO,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,78,4,The Sword of Kahless
WORF,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,86,78,4,The Sword of Kahless
BASHIR,10,0,6,0,0,83,0,0,35,0,0,2,3,0,0,30,0,0,16,0,110,79,4,Our Man Bashir
DAX,6,0,0,0,0,1,0,0,2,0,0,0,0,0,0,3,0,0,0,0,6,79,4,Our Man Bashir
GARAK,83,0,1,0,0,6,0,0,12,0,0,0,1,0,0,3,0,0,1,0,57,79,4,Our Man Bashir
KIRA,35,0,2,0,0,12,0,0,4,0,0,2,5,0,0,6,0,0,3,0,38,79,4,Our Man Bashir
ODO,2,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,18,79,4,Our Man Bashir
O'BRIEN,3,0,0,0,0,1,0,0,5,0,0,0,2,0,0,4,0,0,2,0,10,79,4,Our Man Bashir
QUARK,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,3,79,4,Our Man Bashir
ROM,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,11,79,4,Our Man Bashir
SISKO,30,0,3,0,0,3,0,0,6,0,0,0,4,0,0,6,0,0,2,0,33,79,4,Our Man Bashir
WORF,16,0,0,0,0,1,0,0,3,0,0,0,2,0,0,2,0,0,0,0,13,79,4,Our Man Bashir
BASHIR,0,0,0,0,0,0,0,0,0,0,0,7,4,4,0,0,0,0,0,0,9,80,4,Homefront
DAX,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,5,80,4,Homefront
JAKE,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,11,0,0,0,0,35,80,4,Homefront
KIRA,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,8,0,7,80,4,Homefront
NOG,0,0,0,0,0,0,25,0,0,0,2,1,0,0,0,29,0,0,0,0,31,80,4,Homefront
ODO,7,0,8,0,0,0,0,0,0,0,1,0,6,14,0,31,0,0,5,0,54,80,4,Homefront
O'BRIEN,4,0,0,0,0,0,0,0,3,0,0,6,0,8,0,2,0,0,1,0,14,80,4,Homefront
QUARK,4,0,0,0,0,0,0,0,0,0,0,14,8,2,0,0,0,0,0,0,15,80,4,Homefront
SISKO,0,0,0,0,0,0,11,0,2,0,29,31,2,0,0,14,0,0,2,0,99,80,4,Homefront
WORF,0,0,0,0,0,0,0,0,8,0,0,5,1,0,0,2,0,0,2,0,9,80,4,Homefront
BASHIR,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,0,3,81,4,Paradise Lost
DAX,1,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,5,0,6,81,4,Paradise Lost
JAKE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,6,81,4,Paradise Lost
KIRA,1,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,7,81,4,Paradise Lost
NOG,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,20,0,0,0,0,14,81,4,Paradise Lost
ODO,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,48,0,0,0,0,35,81,4,Paradise Lost
O'BRIEN,2,0,2,0,0,0,0,0,4,0,0,0,0,0,0,16,0,0,4,0,15,81,4,Paradise Lost
SISKO,0,0,0,0,0,0,1,0,0,0,20,48,16,0,0,6,0,0,0,0,137,81,4,Paradise Lost
WORF,2,0,5,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,4,0,11,81,4,Paradise Lost
BASHIR,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,82,4,Crossfire
DAX,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,3,82,4,Crossfire
KIRA,0,0,3,0,0,0,0,0,2,0,0,61,0,1,0,2,0,0,0,0,63,82,4,Crossfire
ODO,0,0,0,0,0,0,0,0,61,0,0,8,0,52,0,17,0,0,47,0,139,82,4,Crossfire
O'BRIEN,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,82,4,Crossfire
QUARK,0,0,0,0,0,0,0,0,1,0,0,52,0,0,0,0,0,0,0,0,31,82,4,Crossfire
SISKO,0,0,1,0,0,0,0,0,2,0,0,17,1,0,0,0,0,0,0,0,16,82,4,Crossfire
WORF,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,2,0,29,82,4,Crossfire
DAMAR,0,4,0,61,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,43,83,4,Return To Grace
DAX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,83,4,Return To Grace
DUKAT,0,61,0,14,0,0,0,0,173,0,0,0,0,0,0,0,0,0,0,0,133,83,4,Return To Grace
KIRA,0,17,0,173,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,127,83,4,Return To Grace
ODO,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,83,4,Return To Grace
O'BRIEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,83,4,Return To Grace
SISKO,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,83,4,Return To Grace
BASHIR,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,15,0,17,84,4,The Sons of Mogh
DAX,2,0,0,0,0,0,0,0,3,0,0,5,4,9,0,4,0,0,32,0,35,84,4,The Sons of Mogh
KIRA,0,0,3,0,0,0,0,0,0,0,0,0,46,0,0,10,0,0,3,0,35,84,4,The Sons of Mogh
ODO,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,17,84,4,The Sons of Mogh
O'BRIEN,0,0,4,0,0,0,0,0,46,0,0,0,2,0,0,4,0,0,2,0,34,84,4,The Sons of Mogh
QUARK,0,0,9,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,84,4,The Sons of Mogh
SISKO,4,0,4,0,0,0,0,0,10,0,0,0,4,0,0,0,0,0,7,0,16,84,4,The Sons of Mogh
WORF,15,0,32,0,0,0,0,0,3,0,0,19,2,0,0,7,0,0,8,0,89,84,4,The Sons of Mogh
BASHIR,2,0,0,0,0,0,0,0,0,0,0,0,24,1,27,2,0,0,2,0,33,85,4,Bar Association
DAX,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,11,85,4,Bar Association
KIRA,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,85,4,Bar Association
ODO,0,0,0,0,0,0,0,0,0,0,0,2,0,13,0,0,0,0,9,0,13,85,4,Bar Association
O'BRIEN,24,0,0,0,0,0,0,0,0,0,0,0,2,0,11,7,0,0,24,0,37,85,4,Bar Association
QUARK,1,0,0,0,0,0,0,0,2,0,0,13,0,10,108,13,0,0,0,0,99,85,4,Bar Association
ROM,27,0,0,0,0,0,0,0,0,0,0,0,11,108,4,0,0,0,0,0,114,85,4,Bar Association
SISKO,2,0,0,0,0,0,0,0,0,0,0,0,7,13,0,0,0,0,4,0,14,85,4,Bar Association
WORF,2,0,15,0,0,0,0,0,0,0,0,9,24,0,0,4,0,0,2,0,30,85,4,Bar Association
BASHIR,0,0,0,0,0,0,0,3,5,0,0,0,38,3,0,9,0,0,2,0,37,86,4,Accession
DAX,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,25,0,0,0,0,14,86,4,Accession
KEIKO,3,0,0,0,0,0,0,2,0,0,0,0,33,0,0,0,0,0,0,0,21,86,4,Accession
KIRA,5,0,3,0,0,0,0,0,0,0,0,15,0,0,0,46,0,0,0,0,58,86,4,Accession
ODO,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,9,0,0,0,0,16,86,4,Accession
O'BRIEN,38,0,0,0,0,0,0,33,0,0,0,0,4,8,0,0,0,0,3,0,54,86,4,Accession
QUARK,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,6,86,4,Accession
SISKO,9,0,25,0,0,0,0,0,46,0,0,9,0,0,0,2,0,0,0,0,92,86,4,Accession
WORF,2,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,3,86,4,Accession
BASHIR,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,87,4,Rules of Engagement
DAX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,87,4,Rules of Engagement
KIRA,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,6,87,4,Rules of Engagement
ODO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,2,0,14,87,4,Rules of Engagement
O'BRIEN,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,5,0,20,87,4,Rules of Engagement
QUARK,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,87,4,Rules of Engagement
SISKO,0,0,0,0,0,0,0,0,0,0,0,20,6,0,0,4,0,0,31,0,78,87,4,Rules of Engagement
WORF,0,0,0,0,0,0,0,0,6,0,0,2,5,1,0,31,0,0,0,0,40,87,4,Rules of Engagement
